100.0;86.887;76.793;57.565;-50.0;90.445;62.153;65.233;61.773;60.075;80.835;62.579;62.786;62.631;80.897;60.037;61.754;65.269;62.204;90.48;-50.0;57.601;76.86;86.931;100.0;
100.0;86.911;76.842;57.625;-50.0;90.464;62.19;65.289;61.835;60.119;80.88;62.643;62.847;62.676;80.919;60.094;61.825;65.314;62.223;90.486;-50.0;57.649;76.885;86.938;100.0;
100.0;86.925;76.873;57.661;-50.0;90.476;62.213;65.324;61.873;60.145;80.908;62.682;62.885;62.702;80.933;60.128;61.867;65.34;62.234;90.49;-50.0;57.677;76.9;86.942;100.0;
100.0;86.934;76.892;57.683;-50.0;90.483;62.227;65.346;61.895;60.16;80.925;62.705;62.907;62.718;80.941;60.15;61.893;65.356;62.24;90.492;-50.0;57.693;76.909;86.945;100.0;
100.0;86.94;76.904;57.697;-50.0;90.488;62.236;65.359;61.909;60.169;80.935;62.72;62.921;62.728;80.945;60.163;61.908;65.365;62.244;90.493;-50.0;57.703;76.914;86.946;100.0;
100.0;86.943;76.911;57.705;-50.0;90.491;62.241;65.367;61.918;60.175;80.942;62.728;62.929;62.733;80.948;60.171;61.917;65.371;62.246;90.494;-50.0;57.709;76.917;86.947;100.0;
100.0;86.945;76.915;57.71;-50.0;90.492;62.244;65.372;61.923;60.178;80.946;62.734;62.934;62.737;80.95;60.175;61.922;65.374;62.247;90.494;-50.0;57.713;76.919;86.948;100.0;
100.0;86.947;76.918;57.713;-50.0;90.493;62.246;65.375;61.926;60.18;80.948;62.737;62.938;62.739;80.951;60.178;61.925;65.376;62.248;90.495;-50.0;57.715;76.92;86.948;100.0;
100.0;86.947;76.919;57.715;-50.0;90.494;62.248;65.377;61.928;60.181;80.95;62.739;62.939;62.74;80.951;60.18;61.927;65.378;62.249;90.495;-50.0;57.716;76.921;86.948;100.0;
100.0;86.948;76.92;57.716;-50.0;90.494;62.248;65.378;61.929;60.182;80.951;62.74;62.94;62.741;80.951;60.181;61.929;65.378;62.249;90.495;-50.0;57.717;76.921;86.948;100.0;
100.0;86.948;76.921;57.717;-50.0;90.495;62.249;65.378;61.929;60.182;80.951;62.741;62.941;62.741;80.952;60.182;61.929;65.379;62.249;90.495;-50.0;57.717;76.922;86.948;100.0;
100.0;86.948;76.921;57.717;-50.0;90.495;62.249;65.379;61.93;60.182;80.952;62.741;62.942;62.741;80.952;60.182;61.93;65.379;62.249;90.495;-50.0;57.717;76.922;86.949;100.0;
100.0;86.948;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.741;62.942;62.741;80.952;60.182;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
100.0;86.948;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.741;62.942;62.742;80.952;60.183;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
100.0;86.949;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.742;62.942;62.742;80.952;60.183;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
100.0;86.949;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.742;62.942;62.742;80.952;60.183;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
100.0;86.949;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.742;62.942;62.742;80.952;60.183;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
100.0;86.949;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.742;62.942;62.742;80.952;60.183;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
100.0;86.949;76.922;57.718;-50.0;90.495;62.249;65.379;61.93;60.183;80.952;62.742;62.942;62.742;80.952;60.183;61.93;65.379;62.249;90.495;-50.0;57.718;76.922;86.949;100.0;
